total_jobs,origin_loc_lat,origin_loc_lon,dest_loc_lat,dest_loc_lon,origin_geom,dest_geom
15,35.22803790055547,-85.15826663750302,35.21559918104531,-85.1459512483637,POINT (-85.15826663750302 35.22803790055547),POINT (-85.1459512483637 35.21559918104531)
5,35.231777401558006,-85.16267586670085,35.2092179757922,-85.17448566326529,POINT (-85.16267586670085 35.231777401558006),POINT (-85.17448566326529 35.2092179757922)
41,35.06627049108399,-85.10053813616535,35.10484774971387,-85.07599526151634,POINT (-85.10053813616535 35.06627049108399),POINT (-85.07599526151634 35.10484774971387)
54,35.07156650317448,-85.09990907589575,35.091979482172796,-85.11887255168537,POINT (-85.09990907589575 35.07156650317448),POINT (-85.11887255168537 35.091979482172796)
1,35.0688728325854,-85.09941927843286,35.0898549459335,-84.97460522770862,POINT (-85.09941927843286 35.0688728325854),POINT (-84.97460522770862 35.0898549459335)
48,35.06865087529232,-85.09772811337399,35.05729569250425,-85.1183769552852,POINT (-85.09772811337399 35.06865087529232),POINT (-85.1183769552852 35.05729569250425)
92,35.06352790316052,-85.11354917614264,35.08161207947198,-85.06608693163217,POINT (-85.11354917614264 35.06352790316052),POINT (-85.06608693163217 35.08161207947198)
86,35.07791508516142,-85.09467570966832,35.042880764848434,-85.07172059229501,POINT (-85.09467570966832 35.07791508516142),POINT (-85.07172059229501 35.042880764848434)
3,35.07676314838463,-85.09133768923003,35.05592364666885,-85.08102233665146,POINT (-85.09133768923003 35.07676314838463),POINT (-85.08102233665146 35.05592364666885)
10,35.070156172804715,-85.10047820579499,35.0858272640782,-85.13999467325911,POINT (-85.10047820579499 35.070156172804715),POINT (-85.13999467325911 35.0858272640782)
11,35.067101158991356,-85.09973964755163,35.042833320934335,-85.09219335207749,POINT (-85.09973964755163 35.067101158991356),POINT (-85.09219335207749 35.042833320934335)
76,35.074628143425336,-85.10483583889669,35.07907664531384,-85.11873874430378,POINT (-85.10483583889669 35.074628143425336),POINT (-85.11873874430378 35.07907664531384)
16,35.06186933838764,-85.09603384278772,35.07179499110237,-85.1161111768825,POINT (-85.09603384278772 35.06186933838764),POINT (-85.1161111768825 35.07179499110237)
69,35.0758353393228,-85.10657730362341,34.931884539956684,-84.9918145721626,POINT (-85.10657730362341 35.0758353393228),POINT (-84.9918145721626 34.931884539956684)
4,35.06898833918025,-85.10144424103618,35.075279070412094,-85.11832127882509,POINT (-85.10144424103618 35.06898833918025),POINT (-85.11832127882509 35.075279070412094)
90,35.07053958499065,-85.10028394749408,35.09315990567374,-85.14867635425483,POINT (-85.10028394749408 35.07053958499065),POINT (-85.14867635425483 35.09315990567374)
37,35.076885959669006,-85.09405782046217,35.0659486463006,-85.11165837682293,POINT (-85.09405782046217 35.076885959669006),POINT (-85.11165837682293 35.0659486463006)
56,35.06374553913987,-85.10681617387712,35.07908258459023,-85.11325859521261,POINT (-85.10681617387712 35.06374553913987),POINT (-85.11325859521261 35.07908258459023)
90,35.06288654595251,-85.10890500272548,35.055964476190425,-85.12081853936971,POINT (-85.10890500272548 35.06288654595251),POINT (-85.12081853936971 35.055964476190425)
45,35.06990611805169,-85.10571106285906,35.009172762490124,-85.12153688769068,POINT (-85.10571106285906 35.06990611805169),POINT (-85.12153688769068 35.009172762490124)
88,35.076465769450195,-85.11180376782241,35.090813432873354,-85.11842875595366,POINT (-85.11180376782241 35.076465769450195),POINT (-85.11842875595366 35.090813432873354)
2,35.07067419215808,-85.10142847161846,35.070838651489204,-85.12801987209122,POINT (-85.10142847161846 35.07067419215808),POINT (-85.12801987209122 35.070838651489204)
87,35.13930484253924,-85.26464353694065,35.14215546833628,-85.25173833431485,POINT (-85.26464353694065 35.13930484253924),POINT (-85.25173833431485 35.14215546833628)
73,35.14044340947689,-85.2818366596181,35.13400700962586,-85.29973440259957,POINT (-85.2818366596181 35.14044340947689),POINT (-85.29973440259957 35.13400700962586)
98,35.1469712153341,-85.27230387820524,35.15258592039009,-85.40032057966968,POINT (-85.27230387820524 35.1469712153341),POINT (-85.40032057966968 35.15258592039009)
61,35.14184765993828,-85.27863444568504,35.09781809162052,-85.29834848230706,POINT (-85.27863444568504 35.14184765993828),POINT (-85.29834848230706 35.09781809162052)
59,35.14224855646712,-85.27600309822866,35.1578079866384,-85.25825591247153,POINT (-85.27600309822866 35.14224855646712),POINT (-85.25825591247153 35.1578079866384)
55,35.14469143840194,-85.27399906804102,35.13045920673293,-85.2103170137298,POINT (-85.27399906804102 35.14469143840194),POINT (-85.2103170137298 35.13045920673293)
83,35.14777483399614,-85.27640748901436,35.23644443750512,-85.3540460973915,POINT (-85.27640748901436 35.14777483399614),POINT (-85.3540460973915 35.23644443750512)
58,35.137761159087624,-85.27484960306013,35.14125090577347,-85.24981784916825,POINT (-85.27484960306013 35.137761159087624),POINT (-85.24981784916825 35.14125090577347)
62,35.137234250339056,-85.27131641777642,35.122600282198,-85.2607312511207,POINT (-85.27131641777642 35.137234250339056),POINT (-85.2607312511207 35.122600282198)
95,35.14341096303109,-85.28785181136284,35.1370079365394,-85.32668207794902,POINT (-85.28785181136284 35.14341096303109),POINT (-85.32668207794902 35.1370079365394)
61,35.14425929250759,-85.28099046231738,35.11810577081826,-85.27934227477849,POINT (-85.28099046231738 35.14425929250759),POINT (-85.27934227477849 35.11810577081826)
21,35.14220614065201,-85.27326757529984,35.28494696193664,-85.40077908407214,POINT (-85.27326757529984 35.14220614065201),POINT (-85.40077908407214 35.28494696193664)
55,35.143867463856886,-85.28305656214786,35.17880734077858,-85.31351225451496,POINT (-85.28305656214786 35.143867463856886),POINT (-85.31351225451496 35.17880734077858)
27,35.14250644100978,-85.2715503448272,35.11929376401881,-85.26252688961598,POINT (-85.2715503448272 35.14250644100978),POINT (-85.26252688961598 35.11929376401881)
4,35.14198925801399,-85.2661070186787,35.13402981197925,-85.28499979125206,POINT (-85.2661070186787 35.14198925801399),POINT (-85.28499979125206 35.13402981197925)
20,35.13828466737036,-85.27229689989142,35.156992812370945,-85.28367367422946,POINT (-85.27229689989142 35.13828466737036),POINT (-85.28367367422946 35.156992812370945)
52,35.140397947022635,-85.27361935271942,35.14520648914903,-85.2542839826437,POINT (-85.27361935271942 35.140397947022635),POINT (-85.2542839826437 35.14520648914903)
68,35.149858535663064,-85.26819956998663,35.132843596410275,-85.25838907432232,POINT (-85.26819956998663 35.149858535663064),POINT (-85.25838907432232 35.132843596410275)
2,35.138706390910826,-85.27921991682813,35.152015143583434,-85.27127376989161,POINT (-85.27921991682813 35.138706390910826),POINT (-85.27127376989161 35.152015143583434)
88,35.14267117578846,-85.27441972737257,35.12913784449996,-85.33185529717589,POINT (-85.27441972737257 35.14267117578846),POINT (-85.33185529717589 35.12913784449996)
29,34.98737731891734,-85.3290986850566,34.96693763182921,-85.40741454412404,POINT (-85.3290986850566 34.98737731891734),POINT (-85.40741454412404 34.96693763182921)
54,34.9840531530325,-85.32685901638726,35.00202300302136,-85.3277898016731,POINT (-85.32685901638726 34.9840531530325),POINT (-85.3277898016731 35.00202300302136)
48,34.999124771478904,-85.32817199194282,34.99192177535742,-85.33788305332749,POINT (-85.32817199194282 34.999124771478904),POINT (-85.33788305332749 34.99192177535742)
99,34.98258018605402,-85.32215818261389,34.95895548279575,-85.34090265246957,POINT (-85.32215818261389 34.98258018605402),POINT (-85.34090265246957 34.95895548279575)
12,34.989018404723105,-85.33528582292806,35.03929096807105,-85.31068895391485,POINT (-85.33528582292806 34.989018404723105),POINT (-85.31068895391485 35.03929096807105)
9,34.98537343007762,-85.33294091342559,34.96791569640219,-85.3166530575456,POINT (-85.33294091342559 34.98537343007762),POINT (-85.3166530575456 34.96791569640219)
20,34.99390817873543,-85.33479410806571,34.99610011015446,-85.36085075776907,POINT (-85.33479410806571 34.99390817873543),POINT (-85.36085075776907 34.99610011015446)
64,34.98655165017573,-85.32864701618186,34.9777763780086,-85.34246122883732,POINT (-85.32864701618186 34.98655165017573),POINT (-85.34246122883732 34.9777763780086)
99,34.97877508076853,-85.31775991202679,34.98364489355975,-85.33493409093757,POINT (-85.31775991202679 34.97877508076853),POINT (-85.33493409093757 34.98364489355975)
22,34.99092158023004,-85.3279240772423,35.01092245113346,-85.30347756943053,POINT (-85.3279240772423 34.99092158023004),POINT (-85.30347756943053 35.01092245113346)
39,34.98830520668282,-85.33268186770638,34.995105092581284,-85.30914972622126,POINT (-85.33268186770638 34.98830520668282),POINT (-85.30914972622126 34.995105092581284)
60,34.99820361984197,-85.31919785434472,35.00913200602161,-85.33733387877746,POINT (-85.31919785434472 34.99820361984197),POINT (-85.33733387877746 35.00913200602161)
74,34.99328768149956,-85.3286444311878,34.97853732203825,-85.30747202411068,POINT (-85.3286444311878 34.99328768149956),POINT (-85.30747202411068 34.97853732203825)
95,34.988154825333275,-85.3327176899327,35.00916156134524,-85.3301272784575,POINT (-85.3327176899327 34.988154825333275),POINT (-85.3301272784575 35.00916156134524)
26,34.98815104412839,-85.3232551553067,34.962466960611074,-85.32956021389313,POINT (-85.3232551553067 34.98815104412839),POINT (-85.32956021389313 34.962466960611074)
9,34.989919380515616,-85.3269098299028,34.97608396816815,-85.33445639973503,POINT (-85.3269098299028 34.989919380515616),POINT (-85.33445639973503 34.97608396816815)
28,34.98966496903751,-85.33520002081683,35.02519998390541,-85.38718049505927,POINT (-85.33520002081683 34.98966496903751),POINT (-85.38718049505927 35.02519998390541)
74,34.995526908977816,-85.32884310393469,34.97350874753417,-85.34629740573567,POINT (-85.32884310393469 34.995526908977816),POINT (-85.34629740573567 34.97350874753417)
29,34.984789024375445,-85.32799562528912,34.997953368062355,-85.3482312397769,POINT (-85.32799562528912 34.984789024375445),POINT (-85.3482312397769 34.997953368062355)
35,34.99479285251274,-85.32278301154807,34.935392543834915,-85.37873936812207,POINT (-85.32278301154807 34.99479285251274),POINT (-85.37873936812207 34.935392543834915)
49,35.17243065594197,-85.12231169844392,35.170847836682384,-85.09898445422304,POINT (-85.12231169844392 35.17243065594197),POINT (-85.09898445422304 35.170847836682384)
88,35.176758741584024,-85.11710348785964,35.202996791372094,-85.12809369215508,POINT (-85.11710348785964 35.176758741584024),POINT (-85.12809369215508 35.202996791372094)
93,35.17678843835238,-85.12547712201192,35.18004634522635,-85.15160990936734,POINT (-85.12547712201192 35.17678843835238),POINT (-85.15160990936734 35.18004634522635)
67,35.17132369727943,-85.11577997440004,35.17807234456105,-85.10760377364272,POINT (-85.11577997440004 35.17132369727943),POINT (-85.10760377364272 35.17807234456105)
14,35.17309225271305,-85.11866016384865,35.18140680736501,-85.14349330051263,POINT (-85.11866016384865 35.17309225271305),POINT (-85.14349330051263 35.18140680736501)
71,35.17347552366389,-85.1314713852288,35.19681194608045,-85.14805030893068,POINT (-85.1314713852288 35.17347552366389),POINT (-85.14805030893068 35.19681194608045)
73,35.1753140715645,-85.11966059087464,35.19565231703948,-85.10640098106339,POINT (-85.11966059087464 35.1753140715645),POINT (-85.10640098106339 35.19565231703948)
100,35.16651833075378,-85.12889115944706,35.21513252312154,-85.08686184217943,POINT (-85.12889115944706 35.16651833075378),POINT (-85.08686184217943 35.21513252312154)
27,35.17158996522518,-85.12661290902254,35.121522160677465,-85.1729646058893,POINT (-85.12661290902254 35.17158996522518),POINT (-85.1729646058893 35.121522160677465)
39,35.17623248817043,-85.1264828238235,35.1844341227022,-85.1445288978688,POINT (-85.1264828238235 35.17623248817043),POINT (-85.1445288978688 35.1844341227022)
35,35.17475257703325,-85.12886439499687,35.12409398480256,-85.15920316397327,POINT (-85.12886439499687 35.17475257703325),POINT (-85.15920316397327 35.12409398480256)
78,35.17723567651442,-85.1271986435427,35.16623144634507,-85.10059698911338,POINT (-85.1271986435427 35.17723567651442),POINT (-85.10059698911338 35.16623144634507)
100,35.17442122568285,-85.12942012269384,35.33391978583051,-85.06675994043117,POINT (-85.12942012269384 35.17442122568285),POINT (-85.06675994043117 35.33391978583051)
35,35.182735415148045,-85.11210391931056,35.19271202921521,-85.09313605581734,POINT (-85.11210391931056 35.182735415148045),POINT (-85.09313605581734 35.19271202921521)
58,35.175302078556236,-85.12509933668484,35.1641584940244,-85.12585017785327,POINT (-85.12509933668484 35.175302078556236),POINT (-85.12585017785327 35.1641584940244)
12,35.1798143462922,-85.12639658200611,35.116967622022116,-85.11157208317174,POINT (-85.12639658200611 35.1798143462922),POINT (-85.11157208317174 35.116967622022116)
76,35.176626267402675,-85.1197302755033,35.18910093552553,-85.07975958224023,POINT (-85.1197302755033 35.176626267402675),POINT (-85.07975958224023 35.18910093552553)
55,35.17365261263771,-85.12441471846141,35.18557944038282,-85.1227566648918,POINT (-85.12441471846141 35.17365261263771),POINT (-85.1227566648918 35.18557944038282)
51,35.17202651909295,-85.12471609785148,35.15938793996794,-85.13187347714486,POINT (-85.12471609785148 35.17202651909295),POINT (-85.13187347714486 35.15938793996794)
97,35.17121173785275,-85.1234500661213,35.19038453688596,-85.10868071382792,POINT (-85.1234500661213 35.17121173785275),POINT (-85.10868071382792 35.19038453688596)
59,35.01936516063227,-85.11325142420345,34.9756760188189,-85.06267300774141,POINT (-85.11325142420345 35.01936516063227),POINT (-85.06267300774141 34.9756760188189)
25,35.028786273256806,-85.10852279527703,35.03592604760506,-85.09948654159427,POINT (-85.10852279527703 35.028786273256806),POINT (-85.09948654159427 35.03592604760506)
56,35.03250497900973,-85.11449950020587,35.02320811007624,-85.148409000198,POINT (-85.11449950020587 35.03250497900973),POINT (-85.148409000198 35.02320811007624)
95,35.02743198397109,-85.11296005493064,35.020209453500435,-85.08806505103385,POINT (-85.11296005493064 35.02743198397109),POINT (-85.08806505103385 35.020209453500435)
83,35.02922437059865,-85.1083405046426,35.08649606277788,-85.1177485129432,POINT (-85.1083405046426 35.02922437059865),POINT (-85.1177485129432 35.08649606277788)
93,35.02152527899498,-85.12644843730209,35.04434489967624,-85.12999624815295,POINT (-85.12644843730209 35.02152527899498),POINT (-85.12999624815295 35.04434489967624)
60,35.02503275927221,-85.1085442269043,35.013137998343886,-85.16371347973957,POINT (-85.1085442269043 35.02503275927221),POINT (-85.16371347973957 35.013137998343886)
36,35.024666053103296,-85.11678947675728,35.03529266537756,-85.14365750623797,POINT (-85.11678947675728 35.024666053103296),POINT (-85.14365750623797 35.03529266537756)
6,35.024632188374454,-85.11220914717887,34.972475860117484,-85.05987717869624,POINT (-85.11220914717887 35.024632188374454),POINT (-85.05987717869624 34.972475860117484)
38,35.025542254091434,-85.11548219552631,35.08220426183563,-85.09204591212055,POINT (-85.11548219552631 35.025542254091434),POINT (-85.09204591212055 35.08220426183563)
28,35.02879441757926,-85.11215543722342,35.01833321511559,-85.10143190844352,POINT (-85.11215543722342 35.02879441757926),POINT (-85.10143190844352 35.01833321511559)
95,35.02212443160301,-85.11448934008857,35.01093971327127,-85.12422477739683,POINT (-85.11448934008857 35.02212443160301),POINT (-85.12422477739683 35.01093971327127)
55,35.02319722082764,-85.1184494614465,35.01256332769263,-85.12296938378842,POINT (-85.1184494614465 35.02319722082764),POINT (-85.12296938378842 35.01256332769263)
99,35.032185002369566,-85.11125426922477,35.04658506200356,-85.09640200786018,POINT (-85.11125426922477 35.032185002369566),POINT (-85.09640200786018 35.04658506200356)
38,35.025712833848814,-85.1247078792608,35.009567103838556,-85.10114085402124,POINT (-85.1247078792608 35.025712833848814),POINT (-85.10114085402124 35.009567103838556)
57,35.023070917908335,-85.11789348659488,35.011839210373445,-85.11599062596923,POINT (-85.11789348659488 35.023070917908335),POINT (-85.11599062596923 35.011839210373445)
16,35.01679677355849,-85.10889273717731,34.97426944415292,-85.09800045133574,POINT (-85.10889273717731 35.01679677355849),POINT (-85.09800045133574 34.97426944415292)
79,35.03047673950415,-85.122170938845,35.02194858774383,-85.1148585254448,POINT (-85.122170938845 35.03047673950415),POINT (-85.1148585254448 35.02194858774383)
27,35.02859564504472,-85.11308859708001,35.064813335753,-85.12032120634517,POINT (-85.11308859708001 35.02859564504472),POINT (-85.12032120634517 35.064813335753)
87,35.02775708696776,-85.11643219532878,35.01198199497954,-85.1053141979878,POINT (-85.11643219532878 35.02775708696776),POINT (-85.1053141979878 35.01198199497954)
23,34.989138768125954,-85.21252078351344,35.009802325084685,-85.23085338194673,POINT (-85.21252078351344 34.989138768125954),POINT (-85.23085338194673 35.009802325084685)
42,34.994698097770524,-85.21293547125612,34.94616109987023,-85.19522701719272,POINT (-85.21293547125612 34.994698097770524),POINT (-85.19522701719272 34.94616109987023)
25,34.990089290145015,-85.21212187611664,35.03149413155601,-85.26932109154644,POINT (-85.21212187611664 34.990089290145015),POINT (-85.26932109154644 35.03149413155601)
93,34.99122035366237,-85.21313331494555,34.988395702980746,-85.22659930578752,POINT (-85.21313331494555 34.99122035366237),POINT (-85.22659930578752 34.988395702980746)
89,34.99334995960345,-85.21083217977004,35.025226567863584,-85.1516843190417,POINT (-85.21083217977004 34.99334995960345),POINT (-85.1516843190417 35.025226567863584)
35,34.9912958328847,-85.2126569507071,35.00184317332037,-85.20592130016192,POINT (-85.2126569507071 34.9912958328847),POINT (-85.20592130016192 35.00184317332037)
29,34.991560912566136,-85.21142925607634,35.04669749246829,-85.24571405086623,POINT (-85.21142925607634 34.991560912566136),POINT (-85.24571405086623 35.04669749246829)
36,34.990425848318324,-85.21378123808064,34.964363059674675,-85.26761149383972,POINT (-85.21378123808064 34.990425848318324),POINT (-85.26761149383972 34.964363059674675)
16,34.98850377231831,-85.20694229818827,34.998893371306245,-85.21237786804235,POINT (-85.20694229818827 34.98850377231831),POINT (-85.21237786804235 34.998893371306245)
49,34.98034702411966,-85.20655587510386,35.00524434835575,-85.2136141894619,POINT (-85.20655587510386 34.98034702411966),POINT (-85.2136141894619 35.00524434835575)
26,34.98695753207709,-85.20494695661709,35.00259250347711,-85.21745637106004,POINT (-85.20494695661709 34.98695753207709),POINT (-85.21745637106004 35.00259250347711)
38,34.99275134463612,-85.21859808940764,34.996896073013076,-85.30073506583301,POINT (-85.21859808940764 34.99275134463612),POINT (-85.30073506583301 34.996896073013076)
99,34.997537384159116,-85.21718848800859,34.98834690650899,-85.22133031971836,POINT (-85.21718848800859 34.997537384159116),POINT (-85.22133031971836 34.98834690650899)
79,34.979333948765806,-85.22098562721814,34.980769980250955,-85.23301979721118,POINT (-85.22098562721814 34.979333948765806),POINT (-85.23301979721118 34.980769980250955)
25,34.989656173707736,-85.2053596805494,35.014549585397084,-85.20635512118939,POINT (-85.2053596805494 34.989656173707736),POINT (-85.20635512118939 35.014549585397084)
58,34.998480426283706,-85.213412729061,34.99269398043992,-85.22880149374419,POINT (-85.213412729061 34.998480426283706),POINT (-85.22880149374419 34.99269398043992)
38,34.98024059485049,-85.21124869087808,34.99038855435385,-85.21137933157033,POINT (-85.21124869087808 34.98024059485049),POINT (-85.21137933157033 34.99038855435385)
98,34.99297339441946,-85.21938748860764,35.009928680721835,-85.24412843807848,POINT (-85.21938748860764 34.99297339441946),POINT (-85.24412843807848 35.009928680721835)
66,34.99131383275216,-85.22273854054474,35.021681646537395,-85.21834402437865,POINT (-85.22273854054474 34.99131383275216),POINT (-85.21834402437865 35.021681646537395)
57,34.98557907747064,-85.20678242050087,34.98814135347888,-85.17726464243536,POINT (-85.20678242050087 34.98557907747064),POINT (-85.17726464243536 34.98814135347888)
47,35.148865961914005,-85.27212005089565,35.143573498782004,-85.32778311280978,POINT (-85.27212005089565 35.148865961914005),POINT (-85.32778311280978 35.143573498782004)
85,35.14972059142211,-85.27510780062629,35.139894633413014,-85.25466976429084,POINT (-85.27510780062629 35.14972059142211),POINT (-85.25466976429084 35.139894633413014)
86,35.14997998028575,-85.27570249039539,35.08094622605112,-85.26105710396712,POINT (-85.27570249039539 35.14997998028575),POINT (-85.26105710396712 35.08094622605112)
31,35.14193118315347,-85.26355559621638,35.139465764125895,-85.27539797598659,POINT (-85.26355559621638 35.14193118315347),POINT (-85.27539797598659 35.139465764125895)
83,35.14679972080351,-85.27444635594232,35.13895310414683,-85.39684551553553,POINT (-85.27444635594232 35.14679972080351),POINT (-85.39684551553553 35.13895310414683)
32,35.14616425823372,-85.27439138710254,35.1438587887649,-85.2925552688826,POINT (-85.27439138710254 35.14616425823372),POINT (-85.2925552688826 35.1438587887649)
53,35.136460917619154,-85.25778856211016,35.14834678335316,-85.26044595428809,POINT (-85.25778856211016 35.136460917619154),POINT (-85.26044595428809 35.14834678335316)
38,35.14832858266334,-85.27461191091089,35.15021484620139,-85.257529752202,POINT (-85.27461191091089 35.14832858266334),POINT (-85.257529752202 35.15021484620139)
50,35.143930699477906,-85.275256089377,35.13144179850958,-85.286220442555,POINT (-85.275256089377 35.143930699477906),POINT (-85.286220442555 35.13144179850958)
58,35.14472981029193,-85.27262027157623,35.124066269102705,-85.2723047926341,POINT (-85.27262027157623 35.14472981029193),POINT (-85.2723047926341 35.124066269102705)
54,35.14462713418809,-85.26303701556758,35.14742159740179,-85.27474535615934,POINT (-85.26303701556758 35.14462713418809),POINT (-85.27474535615934 35.14742159740179)
54,35.150220162502336,-85.27439359931535,35.1445150114103,-85.2901737219556,POINT (-85.27439359931535 35.150220162502336),POINT (-85.2901737219556 35.1445150114103)
65,35.148400376531825,-85.27547425287527,35.15998555984426,-85.26529436938283,POINT (-85.27547425287527 35.148400376531825),POINT (-85.26529436938283 35.15998555984426)
58,35.143126765203355,-85.27358617975699,35.14417303335641,-85.26220517506991,POINT (-85.27358617975699 35.143126765203355),POINT (-85.26220517506991 35.14417303335641)
56,35.15408983310195,-85.27671484415244,35.259417359499466,-85.34851790741678,POINT (-85.27671484415244 35.15408983310195),POINT (-85.34851790741678 35.259417359499466)
10,35.14948910364936,-85.26855291179265,35.17060872948472,-85.29358877247694,POINT (-85.26855291179265 35.14948910364936),POINT (-85.29358877247694 35.17060872948472)
26,35.142763556491644,-85.27185274015078,35.108332965748474,-85.26231122098083,POINT (-85.27185274015078 35.142763556491644),POINT (-85.26231122098083 35.108332965748474)
86,35.1489490721449,-85.26593598951182,35.147355298921326,-85.24444753163773,POINT (-85.26593598951182 35.1489490721449),POINT (-85.24444753163773 35.147355298921326)
45,35.14110578136092,-85.26839064365392,35.15022973902509,-85.26240188444613,POINT (-85.26839064365392 35.14110578136092),POINT (-85.26240188444613 35.15022973902509)
61,35.141530311187466,-85.2805761090625,35.17221066752689,-85.19644193951314,POINT (-85.2805761090625 35.141530311187466),POINT (-85.19644193951314 35.17221066752689)
64,35.11513555698393,-85.13048391687325,35.091014858286606,-85.03266221605587,POINT (-85.13048391687325 35.11513555698393),POINT (-85.03266221605587 35.091014858286606)
55,35.11650217162211,-85.1311016340673,35.0690328905501,-85.18336168127314,POINT (-85.1311016340673 35.11650217162211),POINT (-85.18336168127314 35.0690328905501)
52,35.10981332079383,-85.13497567978958,35.10100633270225,-85.08128857705006,POINT (-85.13497567978958 35.10981332079383),POINT (-85.08128857705006 35.10100633270225)
99,35.10978558860292,-85.12653595662248,35.14566146278944,-85.11543323488341,POINT (-85.12653595662248 35.10978558860292),POINT (-85.11543323488341 35.14566146278944)
83,35.11655572063115,-85.12915707996265,35.06478156131535,-85.08045253355789,POINT (-85.12915707996265 35.11655572063115),POINT (-85.08045253355789 35.06478156131535)
52,35.119394431767226,-85.12893574429418,35.1030668241641,-85.16241427881042,POINT (-85.12893574429418 35.119394431767226),POINT (-85.16241427881042 35.1030668241641)
14,35.10938956153682,-85.14701180814804,35.12226045818153,-85.21512677762318,POINT (-85.14701180814804 35.10938956153682),POINT (-85.21512677762318 35.12226045818153)
40,35.1085288965712,-85.12891094318604,35.12780384498361,-85.12266270061673,POINT (-85.12891094318604 35.1085288965712),POINT (-85.12266270061673 35.12780384498361)
100,35.123504878056046,-85.13922927444409,35.15707027142587,-85.13476580846746,POINT (-85.13922927444409 35.123504878056046),POINT (-85.13476580846746 35.15707027142587)
94,35.12006633728595,-85.13482267808678,35.09004992267481,-85.00052420401616,POINT (-85.13482267808678 35.12006633728595),POINT (-85.00052420401616 35.09004992267481)
88,35.11673910686803,-85.13630697837841,35.11279832225429,-85.10764367115544,POINT (-85.13630697837841 35.11673910686803),POINT (-85.10764367115544 35.11279832225429)
34,35.1097587259879,-85.14168499936294,35.11297829437764,-85.12970728261455,POINT (-85.14168499936294 35.1097587259879),POINT (-85.12970728261455 35.11297829437764)
8,35.11371488263636,-85.1356680333454,35.13794583660751,-85.14523997267423,POINT (-85.1356680333454 35.11371488263636),POINT (-85.14523997267423 35.13794583660751)
52,35.11517613379441,-85.13009174948792,35.16747278411106,-85.15545561287762,POINT (-85.13009174948792 35.11517613379441),POINT (-85.15545561287762 35.16747278411106)
16,35.12025241113055,-85.14171523319999,35.10968393827592,-85.20181474344794,POINT (-85.14171523319999 35.12025241113055),POINT (-85.20181474344794 35.10968393827592)
21,35.116906018244485,-85.13733759118762,35.109083856508406,-85.15364357863226,POINT (-85.13733759118762 35.116906018244485),POINT (-85.15364357863226 35.109083856508406)
