total_jobs,origin_loc_lat,origin_loc_lon,dest_loc_lat,dest_loc_lon,origin_geom,dest_geom
43,35.28199123444925,-85.11092187576574,35.29117750447999,-85.11669370363592,POINT (-85.11092187576574 35.28199123444925),POINT (-85.11669370363592 35.29117750447999)
42,35.29005503958956,-85.11598640905373,35.300682217796435,-85.14578014230281,POINT (-85.11598640905373 35.29005503958956),POINT (-85.14578014230281 35.300682217796435)
17,35.29629781440233,-85.12164650509666,35.302693374280295,-85.1457483787785,POINT (-85.12164650509666 35.29629781440233),POINT (-85.1457483787785 35.302693374280295)
31,35.28289773132828,-85.11921042298067,35.245517844580874,-85.17036765408292,POINT (-85.11921042298067 35.28289773132828),POINT (-85.17036765408292 35.245517844580874)
1,35.29046563551552,-85.1139064698751,35.30989702904161,-85.13420706970034,POINT (-85.1139064698751 35.29046563551552),POINT (-85.13420706970034 35.30989702904161)
8,35.285359459284585,-85.11757306453993,35.304828525995624,-85.14511230805991,POINT (-85.11757306453993 35.285359459284585),POINT (-85.14511230805991 35.304828525995624)
14,35.286767345821595,-85.11681534265018,35.308242380318944,-85.12296334493328,POINT (-85.11681534265018 35.286767345821595),POINT (-85.12296334493328 35.308242380318944)
49,35.286683765262396,-85.12580561071786,35.29684973112805,-85.07765426866355,POINT (-85.12580561071786 35.286683765262396),POINT (-85.07765426866355 35.29684973112805)
64,35.285966437255084,-85.11631669095787,35.28525750060116,-85.09141945274378,POINT (-85.11631669095787 35.285966437255084),POINT (-85.09141945274378 35.28525750060116)
32,35.29455322076379,-85.12179006507901,35.350706275955936,-85.1369128489794,POINT (-85.12179006507901 35.29455322076379),POINT (-85.1369128489794 35.350706275955936)
24,35.28401591392362,-85.12605827700736,35.23295988353562,-85.17782816096323,POINT (-85.12605827700736 35.28401591392362),POINT (-85.17782816096323 35.23295988353562)
7,35.28813892651208,-85.10820455450198,35.30081707893836,-85.11047814357832,POINT (-85.10820455450198 35.28813892651208),POINT (-85.11047814357832 35.30081707893836)
9,35.277295308408455,-85.11878752289549,35.34679911719034,-85.10058377978656,POINT (-85.11878752289549 35.277295308408455),POINT (-85.10058377978656 35.34679911719034)
4,35.28073394860898,-85.12552620481071,35.217341178325626,-85.13427064056921,POINT (-85.12552620481071 35.28073394860898),POINT (-85.13427064056921 35.217341178325626)
47,35.28074912031177,-85.12279517273073,35.392491802630495,-84.97040288555988,POINT (-85.12279517273073 35.28074912031177),POINT (-84.97040288555988 35.392491802630495)
85,35.29173447984959,-85.128635694683,35.25544085292954,-85.19512671581077,POINT (-85.128635694683 35.29173447984959),POINT (-85.19512671581077 35.25544085292954)
49,35.28469164230147,-85.1235982693663,35.29591628215248,-85.220848386285,POINT (-85.1235982693663 35.28469164230147),POINT (-85.220848386285 35.29591628215248)
61,35.28942453478267,-85.10916671739882,35.253567988833694,-85.25988868864471,POINT (-85.10916671739882 35.28942453478267),POINT (-85.25988868864471 35.253567988833694)
91,35.29063647138885,-85.12162512355218,35.27973193373952,-85.1567111045734,POINT (-85.12162512355218 35.29063647138885),POINT (-85.1567111045734 35.27973193373952)
94,35.29045074499318,-85.13288538615537,35.30773195989035,-85.19128034922875,POINT (-85.13288538615537 35.29045074499318),POINT (-85.19128034922875 35.30773195989035)
1,35.28474505940327,-85.1159421057721,35.24632691985128,-85.10233590472937,POINT (-85.1159421057721 35.28474505940327),POINT (-85.10233590472937 35.24632691985128)
31,35.28538070927754,-85.11958572934022,35.27727743266089,-85.14557325158765,POINT (-85.11958572934022 35.28538070927754),POINT (-85.14557325158765 35.27727743266089)
78,35.28494463976145,-85.11834011950768,35.30853202117415,-85.12566764331122,POINT (-85.11834011950768 35.28494463976145),POINT (-85.12566764331122 35.30853202117415)
41,35.27843109992663,-85.12706805757097,35.26160364724439,-85.15250591466393,POINT (-85.12706805757097 35.27843109992663),POINT (-85.15250591466393 35.26160364724439)
45,35.278165500572065,-85.11635543011249,35.267157137801355,-85.13153024517096,POINT (-85.11635543011249 35.278165500572065),POINT (-85.13153024517096 35.267157137801355)
76,35.28788724974963,-85.11849466878901,35.3081128063512,-85.06921875205694,POINT (-85.11849466878901 35.28788724974963),POINT (-85.06921875205694 35.3081128063512)
76,35.28576971974897,-85.11659208620581,35.28641866002769,-85.07681614921886,POINT (-85.11659208620581 35.28576971974897),POINT (-85.07681614921886 35.28641866002769)
27,35.28578203757925,-85.11595932988926,35.274532341680555,-85.10457035204665,POINT (-85.11595932988926 35.28578203757925),POINT (-85.10457035204665 35.274532341680555)
43,35.28840328420467,-85.11310037248064,35.30450578140946,-85.10053349078521,POINT (-85.11310037248064 35.28840328420467),POINT (-85.10053349078521 35.30450578140946)
24,35.28697385888151,-85.11931198780914,35.278090846019374,-85.14584582924046,POINT (-85.11931198780914 35.28697385888151),POINT (-85.14584582924046 35.278090846019374)
23,35.28763192520682,-85.1148384752148,35.2860266305724,-85.10327723555399,POINT (-85.1148384752148 35.28763192520682),POINT (-85.10327723555399 35.2860266305724)
29,35.285679647602784,-85.11562729053546,35.31125037923362,-85.12109796580283,POINT (-85.11562729053546 35.285679647602784),POINT (-85.12109796580283 35.31125037923362)
62,35.283627244477806,-85.11159822906157,35.3004838139022,-85.0318977243987,POINT (-85.11159822906157 35.283627244477806),POINT (-85.0318977243987 35.3004838139022)
27,35.28298226370805,-85.12256552895974,35.30355582989543,-85.07702802048922,POINT (-85.12256552895974 35.28298226370805),POINT (-85.07702802048922 35.30355582989543)
70,35.29616698457877,-85.11169962824918,35.315030554912944,-85.09401966460969,POINT (-85.11169962824918 35.29616698457877),POINT (-85.09401966460969 35.315030554912944)
45,35.28492413553464,-85.11829934958838,35.26973035179653,-85.13299207589738,POINT (-85.11829934958838 35.28492413553464),POINT (-85.13299207589738 35.26973035179653)
26,35.281827958565486,-85.1168332067265,35.27450440214884,-85.09235740198699,POINT (-85.1168332067265 35.281827958565486),POINT (-85.09235740198699 35.27450440214884)
7,35.00004241022618,-85.31246678685415,35.0089669755377,-85.32267512216842,POINT (-85.31246678685415 35.00004241022618),POINT (-85.32267512216842 35.0089669755377)
100,34.995457996307906,-85.30791586888078,34.992145327271075,-85.2814212658532,POINT (-85.30791586888078 34.995457996307906),POINT (-85.2814212658532 34.992145327271075)
60,35.001059263903315,-85.31422037073443,35.00589599032975,-85.3012296856458,POINT (-85.31422037073443 35.001059263903315),POINT (-85.3012296856458 35.00589599032975)
23,35.0006413774343,-85.31719154659314,34.99832158785367,-85.29158234919764,POINT (-85.31719154659314 35.0006413774343),POINT (-85.29158234919764 34.99832158785367)
39,34.99888109501222,-85.32411892340164,34.99773692260159,-85.33790990394203,POINT (-85.32411892340164 34.99888109501222),POINT (-85.33790990394203 34.99773692260159)
28,35.00268697847398,-85.31152401450318,34.98624520781341,-85.24003851921485,POINT (-85.31152401450318 35.00268697847398),POINT (-85.24003851921485 34.98624520781341)
68,35.000216561485516,-85.31991967428444,35.04094538761114,-85.30864046614718,POINT (-85.31991967428444 35.000216561485516),POINT (-85.30864046614718 35.04094538761114)
68,35.00304128438678,-85.32125592900347,35.02298515589316,-85.27950954944087,POINT (-85.32125592900347 35.00304128438678),POINT (-85.27950954944087 35.02298515589316)
10,34.99996032174055,-85.31990668101724,34.99103574336866,-85.30648348501809,POINT (-85.31990668101724 34.99996032174055),POINT (-85.30648348501809 34.99103574336866)
52,35.00665680225737,-85.31701508878848,35.00877317024905,-85.32821388804685,POINT (-85.31701508878848 35.00665680225737),POINT (-85.32821388804685 35.00877317024905)
36,34.998513216956745,-85.31349673846722,34.99033827191845,-85.31891232893764,POINT (-85.31349673846722 34.998513216956745),POINT (-85.31891232893764 34.99033827191845)
90,35.011362798715766,-85.31025724827339,34.97030878612393,-85.34620063749378,POINT (-85.31025724827339 35.011362798715766),POINT (-85.34620063749378 34.97030878612393)
56,35.00665622681968,-85.31075693002532,35.01656471960376,-85.31741599753995,POINT (-85.31075693002532 35.00665622681968),POINT (-85.31741599753995 35.01656471960376)
97,34.99906694634011,-85.3215802141736,35.00114545053636,-85.30869500446707,POINT (-85.3215802141736 34.99906694634011),POINT (-85.30869500446707 35.00114545053636)
34,35.01105507388518,-85.32171227584621,35.05527319109662,-85.25540029182744,POINT (-85.32171227584621 35.01105507388518),POINT (-85.25540029182744 35.05527319109662)
91,35.00733348780535,-85.31525139030174,34.99849372434235,-85.30401372401226,POINT (-85.31525139030174 35.00733348780535),POINT (-85.30401372401226 34.99849372434235)
78,35.00979693456845,-85.31927911998474,34.99804406825324,-85.33049461591028,POINT (-85.31927911998474 35.00979693456845),POINT (-85.33049461591028 34.99804406825324)
80,35.002582469707015,-85.32079025162145,35.01582843323681,-85.24482454504647,POINT (-85.32079025162145 35.002582469707015),POINT (-85.24482454504647 35.01582843323681)
92,34.99717546258197,-85.3206400877702,34.99183674767558,-85.34605725363525,POINT (-85.3206400877702 34.99717546258197),POINT (-85.34605725363525 34.99183674767558)
43,35.004336776259464,-85.31748298380157,35.01216325505058,-85.28676130659169,POINT (-85.31748298380157 35.004336776259464),POINT (-85.28676130659169 35.01216325505058)
91,34.99794087327245,-85.32163469979265,35.0118470247478,-85.33812458115348,POINT (-85.32163469979265 34.99794087327245),POINT (-85.33812458115348 35.0118470247478)
32,35.00268281185893,-85.32041165322714,34.96852470771192,-85.3717802146129,POINT (-85.32041165322714 35.00268281185893),POINT (-85.3717802146129 34.96852470771192)
40,35.013265230025475,-85.32602791228231,34.99859831235072,-85.34019992822269,POINT (-85.32602791228231 35.013265230025475),POINT (-85.34019992822269 34.99859831235072)
72,35.00529926174895,-85.3245342300465,35.01783740193321,-85.34097849368992,POINT (-85.3245342300465 35.00529926174895),POINT (-85.34097849368992 35.01783740193321)
56,34.99878757243687,-85.31809317787462,35.01841547344282,-85.31248864846687,POINT (-85.31809317787462 34.99878757243687),POINT (-85.31248864846687 35.01841547344282)
40,35.00334657762172,-85.32146846828694,34.959896513290914,-85.34830389276308,POINT (-85.32146846828694 35.00334657762172),POINT (-85.34830389276308 34.959896513290914)
74,34.98951401235256,-85.33377943979244,35.00566627915928,-85.34761027812455,POINT (-85.33377943979244 34.98951401235256),POINT (-85.34761027812455 35.00566627915928)
15,35.003290440625626,-85.32111583768764,35.009021267729295,-85.30593386683202,POINT (-85.32111583768764 35.003290440625626),POINT (-85.30593386683202 35.009021267729295)
1,34.997676692438645,-85.31577080615052,35.018631574152735,-85.32033520766336,POINT (-85.31577080615052 34.997676692438645),POINT (-85.32033520766336 35.018631574152735)
54,34.99741706537391,-85.32429728398832,35.017485418173436,-85.32672558217817,POINT (-85.32429728398832 34.99741706537391),POINT (-85.32672558217817 35.017485418173436)
35,34.999333823178766,-85.33544533504933,34.980566970731374,-85.41851806700058,POINT (-85.33544533504933 34.999333823178766),POINT (-85.41851806700058 34.980566970731374)
97,35.00551576416478,-85.30892817511392,35.01533584471723,-85.29633963702379,POINT (-85.30892817511392 35.00551576416478),POINT (-85.29633963702379 35.01533584471723)
60,35.0007396514725,-85.32442438895701,34.99163015361699,-85.33840645723137,POINT (-85.32442438895701 35.0007396514725),POINT (-85.33840645723137 34.99163015361699)
44,35.00824150424323,-85.32657834266968,35.099608148226515,-85.40747027056784,POINT (-85.32657834266968 35.00824150424323),POINT (-85.40747027056784 35.099608148226515)
48,34.996673239760256,-85.31543375112624,35.01502994394776,-85.26765966972675,POINT (-85.31543375112624 34.996673239760256),POINT (-85.26765966972675 35.01502994394776)
18,34.998729377665576,-85.31672770148322,35.00409143876776,-85.34089767917233,POINT (-85.31672770148322 34.998729377665576),POINT (-85.34089767917233 35.00409143876776)
12,35.00125324612364,-85.32060594458417,34.99466306319658,-85.34762423190912,POINT (-85.32060594458417 35.00125324612364),POINT (-85.34762423190912 34.99466306319658)
13,35.00124214707925,-85.31645488199817,35.00891490725947,-85.35482601385912,POINT (-85.31645488199817 35.00124214707925),POINT (-85.35482601385912 35.00891490725947)
26,35.008724737815925,-85.32630051940615,35.074470630317734,-85.29601679042761,POINT (-85.32630051940615 35.008724737815925),POINT (-85.29601679042761 35.074470630317734)
12,35.01310710821321,-85.30579569212085,34.97027409932839,-85.28562987975752,POINT (-85.30579569212085 35.01310710821321),POINT (-85.28562987975752 34.97027409932839)
56,34.99552788447868,-85.3095784728431,34.98616267982969,-85.26046020863593,POINT (-85.3095784728431 34.99552788447868),POINT (-85.26046020863593 34.98616267982969)
23,35.00646693884981,-85.31104124524865,34.99406199533844,-85.32594357417169,POINT (-85.31104124524865 35.00646693884981),POINT (-85.32594357417169 34.99406199533844)
96,34.99641690390747,-85.32182448712261,34.97568131586661,-85.31896129962057,POINT (-85.32182448712261 34.99641690390747),POINT (-85.31896129962057 34.97568131586661)
100,35.004212928487746,-85.31282835115226,35.050881365767395,-85.2703757563986,POINT (-85.31282835115226 35.004212928487746),POINT (-85.2703757563986 35.050881365767395)
15,35.0081581159256,-85.32785384120632,35.005239949869626,-85.33849408397752,POINT (-85.32785384120632 35.0081581159256),POINT (-85.33849408397752 35.005239949869626)
54,35.00194547000997,-85.32039427094152,35.00193310080296,-85.37834829335252,POINT (-85.32039427094152 35.00194547000997),POINT (-85.37834829335252 35.00193310080296)
90,35.00481874716367,-85.3230343684075,35.006596794449024,-85.34644843185555,POINT (-85.3230343684075 35.00481874716367),POINT (-85.34644843185555 35.006596794449024)
31,35.00461794804108,-85.31825953817095,35.014483615081204,-85.27689603236196,POINT (-85.31825953817095 35.00461794804108),POINT (-85.27689603236196 35.014483615081204)
47,35.01187069486151,-85.30836586631406,34.98113228591602,-85.28621540483941,POINT (-85.30836586631406 35.01187069486151),POINT (-85.28621540483941 34.98113228591602)
64,34.99831663447443,-85.32305842732833,34.978185923389056,-85.31976926427903,POINT (-85.32305842732833 34.99831663447443),POINT (-85.31976926427903 34.978185923389056)
3,35.00106410613849,-85.32363315133773,35.020808608896786,-85.32886701471469,POINT (-85.32363315133773 35.00106410613849),POINT (-85.32886701471469 35.020808608896786)
18,35.005673257057126,-85.31612133299467,35.049036761237545,-85.25802023193523,POINT (-85.31612133299467 35.005673257057126),POINT (-85.25802023193523 35.049036761237545)
25,34.998541424754684,-85.31433821792946,34.99591256796417,-85.24603138308933,POINT (-85.31433821792946 34.998541424754684),POINT (-85.24603138308933 34.99591256796417)
11,35.000471493898644,-85.32452020139888,34.98079692577362,-85.33308228488961,POINT (-85.32452020139888 35.000471493898644),POINT (-85.33308228488961 34.98079692577362)
64,35.00551606749712,-85.31284111005662,34.994159132872475,-85.30736888588429,POINT (-85.31284111005662 35.00551606749712),POINT (-85.30736888588429 34.994159132872475)
88,34.99478891299699,-85.32676721479737,34.99717086026313,-85.30748758738173,POINT (-85.32676721479737 34.99478891299699),POINT (-85.30748758738173 34.99717086026313)
49,35.00706092619637,-85.32302561044823,34.97747667263144,-85.31641050531671,POINT (-85.32302561044823 35.00706092619637),POINT (-85.31641050531671 34.97747667263144)
14,35.00900289282051,-85.32315357321814,35.031678135104784,-85.262761740373,POINT (-85.32315357321814 35.00900289282051),POINT (-85.262761740373 35.031678135104784)
68,35.00044060320093,-85.31810626278009,34.965548367327884,-85.26559219659705,POINT (-85.31810626278009 35.00044060320093),POINT (-85.26559219659705 34.965548367327884)
43,35.001565836408005,-85.32188742833037,34.98049692565105,-85.31769202456621,POINT (-85.32188742833037 35.001565836408005),POINT (-85.31769202456621 34.98049692565105)
82,35.00129028409825,-85.32054116287175,34.999871430735006,-85.3093382832488,POINT (-85.32054116287175 35.00129028409825),POINT (-85.3093382832488 34.999871430735006)
31,35.002184012061,-85.31945064767984,35.06213862308303,-85.35363828933743,POINT (-85.31945064767984 35.002184012061),POINT (-85.35363828933743 35.06213862308303)
92,35.009814747141306,-85.32366263402461,35.011697784514254,-85.34885148785989,POINT (-85.32366263402461 35.009814747141306),POINT (-85.34885148785989 35.011697784514254)
93,35.01067309081939,-85.32476994926287,34.99028481898819,-85.30760741362009,POINT (-85.32476994926287 35.01067309081939),POINT (-85.30760741362009 34.99028481898819)
53,35.0079654668303,-85.31890885060757,35.02174415645315,-85.31407539436941,POINT (-85.31890885060757 35.0079654668303),POINT (-85.31407539436941 35.02174415645315)
47,35.0016646040105,-85.31964013012237,35.015854588176396,-85.34291733513041,POINT (-85.31964013012237 35.0016646040105),POINT (-85.34291733513041 35.015854588176396)
78,35.003645040987905,-85.32493285088529,35.01530596084098,-85.32311202761532,POINT (-85.32493285088529 35.003645040987905),POINT (-85.32311202761532 35.01530596084098)
57,35.008060354572535,-85.32507585654861,35.06169249059071,-85.20673804782356,POINT (-85.32507585654861 35.008060354572535),POINT (-85.20673804782356 35.06169249059071)
46,34.99636755732953,-85.32844898889206,35.00599029117941,-85.31805340279271,POINT (-85.32844898889206 34.99636755732953),POINT (-85.31805340279271 35.00599029117941)
50,35.00026533867151,-85.32112961505507,35.002946665713715,-85.30791071969622,POINT (-85.32112961505507 35.00026533867151),POINT (-85.30791071969622 35.002946665713715)
39,35.00105694159576,-85.30962808761943,34.98092822936233,-85.30816782382274,POINT (-85.30962808761943 35.00105694159576),POINT (-85.30816782382274 34.98092822936233)
96,34.998873851060374,-85.3154272156332,34.94400131307968,-85.13415159598274,POINT (-85.3154272156332 34.998873851060374),POINT (-85.13415159598274 34.94400131307968)
40,34.998109239400506,-85.31391700060904,34.95732617128966,-85.27009027881101,POINT (-85.31391700060904 34.998109239400506),POINT (-85.27009027881101 34.95732617128966)
39,35.00676356160339,-85.31472316912544,35.01524485175407,-85.33970442695113,POINT (-85.31472316912544 35.00676356160339),POINT (-85.33970442695113 35.01524485175407)
47,35.004159124148394,-85.3168522683342,35.0061848550969,-85.33149581634912,POINT (-85.3168522683342 35.004159124148394),POINT (-85.33149581634912 35.0061848550969)
47,35.00996652042661,-85.32046059801186,35.01490817639787,-85.3480197779772,POINT (-85.32046059801186 35.00996652042661),POINT (-85.3480197779772 35.01490817639787)
